Crop,Season,State,Soil_Type,Area,Cost_per_Hectare
Brinjal,Annual,Madhya Pradesh,Black,1.2,48297
Chillies,Kharif,Karnataka,Clay,1.03,55461
Rice,Kharif,Madhya Pradesh,Alluvial,0.84,28051
Peas,Kharif,Uttar Pradesh,Black,0.56,29793
Beans,Kharif,Madhya Pradesh,Alluvial,2.84,28575
Tobacco,Rabi,Karnataka,Red,2.8,58343
Sesame,Kharif,Telangana,Sandy,0.63,25809
Cotton,Rabi,Uttar Pradesh,Black,0.93,48241
Tomato,Kharif,Andhra Pradesh,Clay,0.85,47074
Black Gram,Annual,Andhra Pradesh,Sandy,1.2,22150
Sunflower,Rabi,Uttar Pradesh,Alluvial,1.01,35665
Groundnut,Rabi,Maharashtra,Black,2.86,36588
Rice,Rabi,Telangana,Laterite,0.71,28312
Tobacco,Rabi,Uttar Pradesh,Clay,1.03,55386
Paddy,Annual,Karnataka,Red,0.7,28267
Chillies,Kharif,Tamil Nadu,Loamy,2.95,53095
Cotton,Rabi,Punjab,Red,2.8,44654
Sesame,Annual,Madhya Pradesh,Black,2.29,23117
Maize,Rabi,Rajasthan,Clay,1.56,28485
Lentil,Kharif,Telangana,Red,0.98,25231
Garlic,Rabi,Karnataka,Loamy,1.05,54258
Wheat,Annual,Rajasthan,Laterite,1.61,33965
Rice,Kharif,Andhra Pradesh,Sandy,2.42,29333
Cabbage,Annual,Uttar Pradesh,Laterite,1.16,46839
Black Gram,Kharif,Telangana,Red,1.28,24537
Onion,Kharif,Odisha,Loamy,2.0,46706
Maize,Kharif,Madhya Pradesh,Sandy,1.09,25069
Soybean,Rabi,Punjab,Clay,1.96,34609
Tobacco,Annual,Andhra Pradesh,Loamy,1.47,54416
Maize,Annual,Uttar Pradesh,Laterite,0.59,28492
Bajra,Annual,Madhya Pradesh,Alluvial,1.51,23118
Peas,Kharif,Andhra Pradesh,Alluvial,2.8,29375
Soybean,Rabi,Odisha,Sandy,1.23,31078
Rice,Kharif,Rajasthan,Sandy,1.31,28579
Turmeric,Annual,Punjab,Sandy,0.66,84826
Ragi,Rabi,Punjab,Alluvial,2.04,26945
Sesame,Rabi,Madhya Pradesh,Laterite,2.62,24304
Beans,Rabi,Karnataka,Sandy,1.38,24958
Cabbage,Annual,Madhya Pradesh,Alluvial,1.1,45873
Carrot,Rabi,Andhra Pradesh,Sandy,2.89,30914
Wheat,Rabi,Karnataka,Sandy,2.36,29490
Black Gram,Kharif,Punjab,Loamy,1.92,21883
Cabbage,Kharif,Tamil Nadu,Sandy,1.26,45982
Cotton,Rabi,Punjab,Alluvial,1.05,47661
Ragi,Rabi,Madhya Pradesh,Laterite,2.29,26611
Tomato,Kharif,Andhra Pradesh,Alluvial,1.8,48306
Turmeric,Kharif,Karnataka,Alluvial,1.8,85313
Banana,Kharif,Uttar Pradesh,Sandy,0.68,125652
Tomato,Annual,Karnataka,Loamy,1.78,50390
Jowar,Annual,Odisha,Black,2.56,24676
Sugarcane,Kharif,Maharashtra,Clay,2.87,95518
Sesame,Rabi,Maharashtra,Black,0.77,23244
Mustard,Kharif,Telangana,Black,2.08,29226
Chillies,Annual,Rajasthan,Alluvial,1.92,55099
Banana,Rabi,Telangana,Sandy,2.73,124655
Green Gram,Annual,Telangana,Clay,2.38,23725
Mustard,Rabi,Karnataka,Black,2.91,29182
Cotton,Annual,Andhra Pradesh,Red,2.9,47540
Black Gram,Rabi,Telangana,Red,1.06,24650
Onion,Rabi,Madhya Pradesh,Red,2.31,47124
Ragi,Rabi,Karnataka,Laterite,1.83,27673
Beans,Rabi,Andhra Pradesh,Sandy,1.04,24974
Brinjal,Annual,Maharashtra,Alluvial,0.99,51007
Mustard,Annual,Tamil Nadu,Alluvial,0.7,28261
Beans,Rabi,Madhya Pradesh,Sandy,2.49,26014
Garlic,Rabi,Uttar Pradesh,Loamy,1.31,52039
Cotton,Annual,Rajasthan,Clay,2.64,48863
Ragi,Rabi,Uttar Pradesh,Loamy,2.02,25203
Paddy,Rabi,Andhra Pradesh,Laterite,2.18,29807
Groundnut,Rabi,Odisha,Sandy,1.23,39092
Sesame,Kharif,Andhra Pradesh,Loamy,1.64,23374
Garlic,Rabi,Tamil Nadu,Clay,1.53,51095
Soybean,Kharif,Maharashtra,Laterite,1.09,32711
Banana,Rabi,Punjab,Black,2.58,119483
Tobacco,Annual,Andhra Pradesh,Black,2.06,60818
Ragi,Kharif,Maharashtra,Laterite,0.59,27766
Maize,Kharif,Uttar Pradesh,Sandy,2.55,27494
Bajra,Rabi,Andhra Pradesh,Black,0.77,24110
Maize,Rabi,Andhra Pradesh,Sandy,1.51,24896
Ragi,Kharif,Telangana,Loamy,1.93,24367
Black Gram,Annual,Uttar Pradesh,Black,0.52,24933
Garlic,Annual,Rajasthan,Clay,2.13,54233
Sesame,Rabi,Rajasthan,Clay,2.15,23185
Black Gram,Annual,Madhya Pradesh,Loamy,2.13,23083
Mustard,Annual,Odisha,Clay,0.91,31183
Peas,Rabi,Punjab,Sandy,1.14,28109
Maize,Annual,Andhra Pradesh,Sandy,1.12,25742
Peas,Rabi,Andhra Pradesh,Clay,2.9,30512
Lentil,Kharif,Madhya Pradesh,Red,0.67,27432
Tomato,Rabi,Odisha,Laterite,1.57,52408
Rice,Kharif,Uttar Pradesh,Alluvial,2.68,28798
Wheat,Kharif,Andhra Pradesh,Laterite,2.42,31043
Garlic,Annual,Maharashtra,Clay,2.56,52460
Rice,Annual,Karnataka,Sandy,2.93,26108
Garlic,Annual,Odisha,Sandy,1.47,54942
Paddy,Rabi,Andhra Pradesh,Laterite,1.27,28618
Tomato,Annual,Odisha,Sandy,0.58,51245
Garlic,Kharif,Rajasthan,Loamy,0.88,54071
Lentil,Annual,Punjab,Black,1.91,23753
Sesame,Annual,Andhra Pradesh,Sandy,0.89,26313
Ragi,Rabi,Punjab,Clay,2.34,25598
Ragi,Rabi,Tamil Nadu,Clay,0.59,25523
Soybean,Kharif,Karnataka,Laterite,1.15,31096
Cotton,Rabi,Madhya Pradesh,Laterite,2.24,48542
Peas,Annual,Punjab,Laterite,1.14,31338
Onion,Rabi,Andhra Pradesh,Clay,2.32,45743
Tobacco,Kharif,Telangana,Red,2.99,54626
Maize,Annual,Madhya Pradesh,Clay,2.49,28281
Sunflower,Kharif,Madhya Pradesh,Loamy,1.35,32926
Tobacco,Rabi,Uttar Pradesh,Clay,2.75,59458
Maize,Rabi,Punjab,Loamy,0.63,27116
Wheat,Kharif,Telangana,Clay,2.31,33494
Peas,Annual,Punjab,Clay,0.56,30041
Banana,Rabi,Uttar Pradesh,Red,0.94,121812
Wheat,Rabi,Karnataka,Loamy,2.97,33980
Onion,Annual,Andhra Pradesh,Red,1.4,47247
Jowar,Rabi,Rajasthan,Loamy,2.55,23745
Chillies,Kharif,Rajasthan,Red,1.44,52949
Jowar,Rabi,Punjab,Red,2.6,26311
Onion,Rabi,Uttar Pradesh,Loamy,2.91,50685
Garlic,Annual,Odisha,Red,1.59,47590
Sesame,Kharif,Andhra Pradesh,Clay,1.9,25335
Black Gram,Annual,Punjab,Loamy,2.07,23244
Lentil,Rabi,Odisha,Red,2.84,27378
Jowar,Rabi,Andhra Pradesh,Clay,1.14,23798
Cotton,Annual,Odisha,Clay,2.03,47544
Lentil,Annual,Madhya Pradesh,Laterite,1.31,26102
Turmeric,Annual,Punjab,Alluvial,1.04,78048
Beans,Kharif,Uttar Pradesh,Loamy,0.71,28152
Maize,Rabi,Andhra Pradesh,Red,2.05,25244
Jowar,Annual,Rajasthan,Laterite,2.71,25188
Cabbage,Rabi,Punjab,Alluvial,1.38,49051
Horse Gram,Kharif,Andhra Pradesh,Red,1.88,22459
Horse Gram,Kharif,Andhra Pradesh,Alluvial,2.11,20738
Sugarcane,Kharif,Odisha,Loamy,1.54,104146
Horse Gram,Kharif,Odisha,Clay,2.76,21188
Maize,Rabi,Telangana,Clay,1.41,27148
Mustard,Kharif,Punjab,Alluvial,0.81,31017
Peas,Kharif,Tamil Nadu,Clay,0.86,31635
Maize,Annual,Maharashtra,Black,2.73,27055
Beans,Kharif,Tamil Nadu,Sandy,2.97,25710
Turmeric,Annual,Andhra Pradesh,Clay,1.22,88190
Black Gram,Kharif,Telangana,Black,0.86,22413
Lentil,Kharif,Andhra Pradesh,Loamy,1.71,23833
Brinjal,Annual,Tamil Nadu,Loamy,2.27,51052
Banana,Kharif,Andhra Pradesh,Alluvial,2.03,124357
Soybean,Rabi,Odisha,Clay,2.88,30734
Cabbage,Rabi,Punjab,Clay,2.54,47700
Horse Gram,Kharif,Rajasthan,Clay,2.67,20892
Soybean,Rabi,Tamil Nadu,Laterite,1.85,30550
Ragi,Annual,Maharashtra,Red,1.32,24670
Tobacco,Kharif,Maharashtra,Sandy,2.25,60777
Soybean,Kharif,Odisha,Clay,1.6,34027
Jowar,Annual,Punjab,Red,1.22,24975
Beans,Annual,Karnataka,Laterite,0.88,25516
Garlic,Annual,Karnataka,Loamy,1.82,53042
Horse Gram,Kharif,Uttar Pradesh,Sandy,1.99,21740
Groundnut,Annual,Uttar Pradesh,Black,1.92,37984
Paddy,Annual,Tamil Nadu,Loamy,0.79,30370
Paddy,Rabi,Odisha,Loamy,1.92,28523
Jowar,Rabi,Odisha,Alluvial,0.92,25054
Rice,Kharif,Andhra Pradesh,Laterite,2.16,29545
Wheat,Rabi,Maharashtra,Alluvial,1.57,31548
Wheat,Rabi,Maharashtra,Alluvial,2.62,32057
Groundnut,Annual,Maharashtra,Red,2.45,38393
Sunflower,Annual,Telangana,Loamy,2.31,33527
Green Gram,Rabi,Punjab,Laterite,2.25,23331
Sugarcane,Rabi,Madhya Pradesh,Alluvial,1.9,100604
Groundnut,Rabi,Andhra Pradesh,Black,0.65,36335
Jowar,Kharif,Karnataka,Sandy,2.14,22848
Sesame,Kharif,Odisha,Clay,1.67,26396
Lentil,Kharif,Karnataka,Laterite,1.67,25930
Sesame,Rabi,Telangana,Red,1.45,23451
Wheat,Rabi,Karnataka,Laterite,2.82,30768
Jowar,Kharif,Maharashtra,Loamy,1.12,25024
Cotton,Kharif,Rajasthan,Red,1.29,43678
Groundnut,Rabi,Andhra Pradesh,Sandy,2.91,35356
Black Gram,Annual,Rajasthan,Black,2.53,24604
Sugarcane,Kharif,Uttar Pradesh,Alluvial,0.54,100450
Sesame,Rabi,Rajasthan,Laterite,2.77,23914
Beans,Rabi,Madhya Pradesh,Red,1.07,24928
Lentil,Annual,Odisha,Sandy,2.26,25573
Ragi,Rabi,Telangana,Alluvial,1.88,25281
Groundnut,Rabi,Odisha,Clay,1.84,37357
Bajra,Kharif,Madhya Pradesh,Sandy,2.29,21804
Jowar,Kharif,Odisha,Black,1.02,23430
Tomato,Annual,Rajasthan,Alluvial,0.9,49394
Garlic,Annual,Punjab,Alluvial,2.13,54736
Groundnut,Rabi,Odisha,Clay,1.23,36627
Sugarcane,Kharif,Uttar Pradesh,Alluvial,2.93,95037
Lentil,Annual,Andhra Pradesh,Red,1.63,24984
Tomato,Annual,Andhra Pradesh,Alluvial,0.78,50080
Sugarcane,Annual,Karnataka,Sandy,2.21,102269
Beans,Rabi,Tamil Nadu,Red,1.27,26268
Cabbage,Kharif,Rajasthan,Alluvial,0.87,49262
Maize,Annual,Maharashtra,Sandy,1.56,25148
Beans,Kharif,Madhya Pradesh,Sandy,2.91,28190
Bajra,Annual,Telangana,Laterite,1.53,21511
Tobacco,Annual,Rajasthan,Sandy,1.37,54485
Tomato,Kharif,Andhra Pradesh,Clay,1.61,47713
Cotton,Kharif,Karnataka,Loamy,0.53,44037
Banana,Kharif,Odisha,Black,0.83,123153
Tobacco,Rabi,Maharashtra,Alluvial,2.62,57996
Mustard,Annual,Maharashtra,Clay,2.95,30664
Cabbage,Rabi,Tamil Nadu,Alluvial,0.89,44051
Carrot,Kharif,Punjab,Alluvial,1.84,31764
Brinjal,Annual,Tamil Nadu,Sandy,2.92,46993
Groundnut,Rabi,Odisha,Sandy,0.89,38650
Sugarcane,Annual,Rajasthan,Alluvial,0.97,90872
Rice,Rabi,Uttar Pradesh,Loamy,2.82,25791
Onion,Kharif,Madhya Pradesh,Red,2.26,48676
Tobacco,Rabi,Maharashtra,Red,0.88,61086
Carrot,Annual,Telangana,Black,1.48,32570
Black Gram,Annual,Rajasthan,Laterite,0.64,21907
Onion,Annual,Telangana,Clay,1.58,46884
Tobacco,Annual,Karnataka,Black,2.44,56088
Tobacco,Kharif,Telangana,Alluvial,1.88,57767
Black Gram,Rabi,Maharashtra,Clay,2.12,23874
Sugarcane,Kharif,Maharashtra,Alluvial,1.32,93334
Onion,Kharif,Maharashtra,Alluvial,0.9,48354
Wheat,Kharif,Rajasthan,Laterite,0.53,32165
Green Gram,Annual,Rajasthan,Sandy,2.55,22165
Ragi,Annual,Madhya Pradesh,Laterite,2.09,24772
Green Gram,Annual,Andhra Pradesh,Black,1.07,22522
Jowar,Rabi,Punjab,Sandy,1.55,23966
Turmeric,Annual,Odisha,Sandy,2.5,88529
Tobacco,Rabi,Odisha,Black,1.85,60781
Sesame,Annual,Karnataka,Sandy,1.25,23484
Cabbage,Annual,Tamil Nadu,Clay,1.17,44753
Tobacco,Kharif,Madhya Pradesh,Red,1.04,57122
Carrot,Kharif,Andhra Pradesh,Black,2.56,31366
Beans,Kharif,Uttar Pradesh,Black,1.95,28334
Wheat,Rabi,Karnataka,Red,2.27,30852
Maize,Rabi,Rajasthan,Laterite,2.65,28083
Sesame,Annual,Andhra Pradesh,Laterite,2.97,24619
Paddy,Rabi,Maharashtra,Laterite,1.12,30319
Jowar,Annual,Rajasthan,Sandy,0.95,25327
Black Gram,Rabi,Tamil Nadu,Red,1.65,24293
Sunflower,Rabi,Tamil Nadu,Clay,0.59,34945
Ragi,Rabi,Odisha,Black,2.48,27439
Soybean,Kharif,Punjab,Black,2.71,31621
Lentil,Rabi,Punjab,Black,2.22,27152
Sesame,Kharif,Uttar Pradesh,Sandy,1.17,25092
Lentil,Kharif,Rajasthan,Sandy,0.81,25395
Cotton,Rabi,Rajasthan,Loamy,1.46,49379
Mustard,Annual,Tamil Nadu,Clay,2.58,31299
Tobacco,Annual,Maharashtra,Laterite,1.37,60750
Mustard,Annual,Maharashtra,Loamy,0.59,28741
Onion,Rabi,Telangana,Loamy,1.19,52610
Green Gram,Annual,Maharashtra,Sandy,2.97,23351
Soybean,Kharif,Andhra Pradesh,Laterite,2.19,33305
Green Gram,Annual,Punjab,Laterite,2.75,23941
Brinjal,Rabi,Maharashtra,Black,2.44,45793
Soybean,Annual,Madhya Pradesh,Sandy,1.85,31067
Soybean,Kharif,Rajasthan,Laterite,0.87,33105
Rice,Rabi,Maharashtra,Loamy,1.37,25879
Maize,Annual,Telangana,Red,1.96,27289
Jowar,Rabi,Uttar Pradesh,Red,2.68,23666
Paddy,Rabi,Uttar Pradesh,Sandy,1.17,27099
Lentil,Rabi,Tamil Nadu,Black,0.8,25285
Rice,Annual,Maharashtra,Black,1.9,27537
Mustard,Rabi,Rajasthan,Laterite,0.94,28291
Black Gram,Annual,Rajasthan,Clay,2.03,21993
Carrot,Kharif,Punjab,Sandy,1.16,31375
Jowar,Annual,Uttar Pradesh,Clay,1.08,25534
Sunflower,Kharif,Tamil Nadu,Red,1.5,36758
Tobacco,Annual,Maharashtra,Loamy,1.98,54984
Jowar,Rabi,Uttar Pradesh,Laterite,1.86,24688
Turmeric,Annual,Uttar Pradesh,Loamy,1.11,81139
Cabbage,Rabi,Rajasthan,Clay,2.73,46284
Maize,Kharif,Maharashtra,Laterite,0.77,28340
Sunflower,Annual,Karnataka,Alluvial,0.6,34095
Bajra,Rabi,Maharashtra,Loamy,2.01,22105
Tomato,Kharif,Andhra Pradesh,Sandy,0.81,48089
Sunflower,Kharif,Uttar Pradesh,Loamy,1.76,37196
Green Gram,Annual,Punjab,Loamy,2.88,22406
Banana,Kharif,Karnataka,Laterite,2.25,124267
Green Gram,Rabi,Telangana,Red,2.04,22395
Jowar,Kharif,Tamil Nadu,Clay,1.94,23710
Cabbage,Kharif,Maharashtra,Alluvial,0.95,49291
Brinjal,Rabi,Punjab,Loamy,1.58,44850
Onion,Kharif,Telangana,Clay,1.36,50569
Horse Gram,Kharif,Telangana,Clay,2.88,22341
Sugarcane,Kharif,Uttar Pradesh,Red,1.11,92305
Chillies,Kharif,Andhra Pradesh,Black,1.68,53618
Rice,Rabi,Uttar Pradesh,Alluvial,2.85,28319
Cabbage,Kharif,Tamil Nadu,Alluvial,2.47,45853
Sugarcane,Rabi,Karnataka,Clay,2.91,94036
Sunflower,Kharif,Rajasthan,Laterite,2.02,32601
Onion,Kharif,Madhya Pradesh,Loamy,1.33,51118
Sunflower,Kharif,Karnataka,Black,2.57,36801
Peas,Kharif,Tamil Nadu,Laterite,1.23,31116
Cabbage,Rabi,Rajasthan,Sandy,0.91,46915
Turmeric,Rabi,Telangana,Red,2.27,84467
Rice,Rabi,Karnataka,Red,2.1,26631
Onion,Annual,Rajasthan,Laterite,2.7,46844
Horse Gram,Kharif,Maharashtra,Clay,2.9,23079
Brinjal,Kharif,Uttar Pradesh,Red,2.64,50278
Ragi,Rabi,Madhya Pradesh,Loamy,0.65,27198
Brinjal,Annual,Punjab,Red,2.16,47916
Green Gram,Kharif,Maharashtra,Loamy,2.46,23752
Sugarcane,Rabi,Karnataka,Sandy,2.95,103448
Sesame,Kharif,Odisha,Black,1.44,23982
Tobacco,Kharif,Rajasthan,Alluvial,0.92,56071
Sunflower,Rabi,Telangana,Laterite,2.63,34667
Carrot,Rabi,Telangana,Laterite,1.29,30283
Garlic,Kharif,Odisha,Loamy,2.0,54130
Wheat,Kharif,Karnataka,Sandy,1.47,31021
Turmeric,Rabi,Telangana,Sandy,1.51,84986
Sesame,Kharif,Andhra Pradesh,Clay,2.33,24940
Banana,Kharif,Telangana,Alluvial,1.4,123269
Horse Gram,Rabi,Madhya Pradesh,Black,2.23,20929
Groundnut,Kharif,Andhra Pradesh,Laterite,0.54,40650
Horse Gram,Kharif,Tamil Nadu,Loamy,1.31,20981
Jowar,Annual,Tamil Nadu,Sandy,1.3,25505
Horse Gram,Rabi,Rajasthan,Laterite,2.37,22977
Turmeric,Annual,Andhra Pradesh,Loamy,1.29,79685
Carrot,Annual,Maharashtra,Red,2.08,33789
Sugarcane,Annual,Rajasthan,Laterite,2.22,97200
Sugarcane,Kharif,Maharashtra,Black,2.15,99211
Beans,Kharif,Madhya Pradesh,Loamy,2.01,27204
Tomato,Annual,Uttar Pradesh,Black,1.53,50261
Sunflower,Annual,Karnataka,Laterite,1.43,33024
Mustard,Annual,Andhra Pradesh,Red,1.91,30820
Cotton,Kharif,Odisha,Black,0.66,46677
Banana,Annual,Punjab,Sandy,2.69,116136
Paddy,Annual,Karnataka,Loamy,2.56,29541
Jowar,Rabi,Madhya Pradesh,Laterite,1.37,25329
Green Gram,Rabi,Andhra Pradesh,Red,1.92,22710
Sunflower,Kharif,Tamil Nadu,Sandy,2.83,32761
Sunflower,Rabi,Karnataka,Laterite,1.18,34098
Peas,Rabi,Maharashtra,Clay,2.36,27771
Soybean,Rabi,Odisha,Red,0.71,32692
Maize,Kharif,Karnataka,Sandy,1.81,28235
Banana,Rabi,Punjab,Black,2.71,114040
Black Gram,Kharif,Madhya Pradesh,Laterite,1.88,22769
Ragi,Annual,Madhya Pradesh,Laterite,2.04,27284
Green Gram,Rabi,Rajasthan,Black,2.77,20932
Wheat,Kharif,Madhya Pradesh,Clay,2.29,29497
Beans,Rabi,Rajasthan,Alluvial,2.24,27082
Wheat,Annual,Madhya Pradesh,Sandy,1.97,33119
Garlic,Kharif,Punjab,Black,2.08,53323
Soybean,Kharif,Madhya Pradesh,Laterite,2.51,34141
Soybean,Kharif,Odisha,Sandy,2.95,32132
Peas,Annual,Uttar Pradesh,Clay,2.49,31389
Carrot,Annual,Tamil Nadu,Sandy,2.27,29509
Cabbage,Annual,Odisha,Alluvial,0.84,45854
Beans,Kharif,Madhya Pradesh,Laterite,2.54,26015
Black Gram,Annual,Andhra Pradesh,Red,2.34,22421
Mustard,Rabi,Maharashtra,Alluvial,2.43,29012
Tobacco,Annual,Uttar Pradesh,Alluvial,1.08,59159
Wheat,Kharif,Tamil Nadu,Red,2.76,31869
Chillies,Rabi,Maharashtra,Red,0.74,54885
Bajra,Annual,Odisha,Clay,1.13,23372
Sunflower,Rabi,Punjab,Clay,2.16,35945
Maize,Rabi,Punjab,Alluvial,2.18,25794
Tomato,Kharif,Maharashtra,Sandy,1.28,48925
Onion,Rabi,Andhra Pradesh,Black,2.25,47670
Tobacco,Rabi,Maharashtra,Black,1.47,55251
Paddy,Kharif,Odisha,Alluvial,0.5,29761
Jowar,Kharif,Maharashtra,Sandy,0.91,22966
Maize,Kharif,Tamil Nadu,Red,2.71,25287
Turmeric,Rabi,Andhra Pradesh,Loamy,1.06,79195
Mustard,Rabi,Telangana,Alluvial,0.78,31140
Banana,Rabi,Karnataka,Laterite,2.21,114792
Green Gram,Kharif,Telangana,Sandy,1.6,23093
Sunflower,Annual,Rajasthan,Laterite,2.49,32526
Black Gram,Rabi,Maharashtra,Laterite,2.65,24563
Cabbage,Annual,Punjab,Alluvial,2.61,49997
Soybean,Kharif,Telangana,Sandy,1.28,32736
Peas,Rabi,Madhya Pradesh,Laterite,1.76,31049
Sunflower,Annual,Odisha,Clay,2.13,35902
Bajra,Rabi,Telangana,Clay,1.3,23525
Garlic,Rabi,Uttar Pradesh,Sandy,0.6,53250
Jowar,Rabi,Andhra Pradesh,Black,1.74,23539
Carrot,Annual,Odisha,Loamy,0.53,31772
Peas,Kharif,Punjab,Laterite,2.88,31727
Black Gram,Rabi,Rajasthan,Laterite,2.49,23035
Tomato,Kharif,Telangana,Sandy,0.98,53683
Sesame,Kharif,Andhra Pradesh,Clay,1.22,24899
Beans,Annual,Karnataka,Loamy,2.96,26500
Sesame,Annual,Andhra Pradesh,Black,1.43,25167
Tobacco,Kharif,Andhra Pradesh,Laterite,2.46,61125
Chillies,Rabi,Odisha,Alluvial,1.62,55502
Horse Gram,Annual,Karnataka,Clay,2.66,20531
Garlic,Rabi,Andhra Pradesh,Sandy,2.26,52816
Green Gram,Rabi,Uttar Pradesh,Sandy,0.56,24055
Brinjal,Rabi,Telangana,Clay,1.24,49056
Tobacco,Kharif,Telangana,Laterite,1.89,55760
Ragi,Rabi,Uttar Pradesh,Black,2.82,25174
Carrot,Kharif,Telangana,Laterite,0.76,33680
Beans,Kharif,Andhra Pradesh,Clay,2.0,24752
Cabbage,Rabi,Rajasthan,Red,1.26,47486
Groundnut,Rabi,Andhra Pradesh,Laterite,2.72,36030
Green Gram,Rabi,Odisha,Loamy,2.41,21833
Chillies,Rabi,Madhya Pradesh,Clay,1.42,54782
Soybean,Kharif,Rajasthan,Loamy,0.92,31452
Banana,Rabi,Punjab,Clay,0.53,128262
Black Gram,Rabi,Punjab,Red,2.05,22996
Tobacco,Kharif,Rajasthan,Loamy,1.52,57103
Onion,Annual,Andhra Pradesh,Loamy,1.29,48861
Beans,Annual,Maharashtra,Alluvial,2.96,28218
Tobacco,Kharif,Madhya Pradesh,Sandy,1.67,60033
Beans,Annual,Uttar Pradesh,Loamy,2.37,24940
Sunflower,Kharif,Andhra Pradesh,Sandy,0.94,32500
Garlic,Rabi,Rajasthan,Clay,0.53,51747
Sunflower,Rabi,Maharashtra,Black,1.54,36824
Garlic,Annual,Andhra Pradesh,Laterite,2.16,49924
Groundnut,Rabi,Maharashtra,Alluvial,1.77,36525
Cabbage,Annual,Rajasthan,Clay,2.73,48862
Chillies,Annual,Andhra Pradesh,Red,1.58,57217
Turmeric,Rabi,Karnataka,Black,1.28,84849
Tomato,Rabi,Telangana,Alluvial,2.79,47647
Tomato,Annual,Rajasthan,Alluvial,1.52,47843
Turmeric,Rabi,Punjab,Clay,1.17,81365
Peas,Kharif,Punjab,Red,0.74,28449
Tomato,Rabi,Madhya Pradesh,Red,2.48,53690
Jowar,Rabi,Tamil Nadu,Sandy,2.56,22866
Lentil,Kharif,Punjab,Laterite,0.58,26097
Onion,Rabi,Tamil Nadu,Clay,1.4,49326
Black Gram,Rabi,Karnataka,Black,2.37,22965
Maize,Annual,Rajasthan,Laterite,2.87,28161
Lentil,Rabi,Maharashtra,Black,1.44,26263
Tobacco,Rabi,Madhya Pradesh,Alluvial,2.68,62685
Banana,Kharif,Telangana,Loamy,1.48,117035
Sesame,Annual,Uttar Pradesh,Loamy,0.95,23116
Bajra,Annual,Tamil Nadu,Clay,0.51,21360
Black Gram,Annual,Telangana,Red,1.33,22779
Banana,Rabi,Madhya Pradesh,Red,1.45,121502
Horse Gram,Annual,Madhya Pradesh,Alluvial,2.86,23206
Cabbage,Kharif,Punjab,Alluvial,1.02,45656
Brinjal,Annual,Telangana,Black,1.46,51102
Chillies,Kharif,Andhra Pradesh,Alluvial,0.56,56068
Onion,Annual,Odisha,Clay,2.41,50258
Tomato,Annual,Madhya Pradesh,Black,2.79,48493
Turmeric,Kharif,Tamil Nadu,Laterite,1.09,79818
Sugarcane,Annual,Uttar Pradesh,Red,1.57,102639
Lentil,Annual,Uttar Pradesh,Red,0.81,24160
Rice,Annual,Karnataka,Loamy,1.64,28784
Brinjal,Rabi,Karnataka,Loamy,0.83,48745
Ragi,Kharif,Punjab,Clay,1.81,27518
Tomato,Annual,Andhra Pradesh,Red,2.34,51825
Horse Gram,Kharif,Punjab,Clay,1.88,21333
Cabbage,Kharif,Uttar Pradesh,Laterite,1.11,47663
Lentil,Kharif,Maharashtra,Laterite,1.38,23799
Beans,Annual,Uttar Pradesh,Sandy,2.1,26553
Groundnut,Annual,Madhya Pradesh,Black,1.97,35627
Chillies,Kharif,Telangana,Loamy,0.84,55788
Banana,Rabi,Telangana,Black,2.61,115973
Peas,Kharif,Madhya Pradesh,Loamy,1.69,31706
Sugarcane,Rabi,Madhya Pradesh,Sandy,0.91,97703
Banana,Kharif,Uttar Pradesh,Red,0.81,130437
Sunflower,Kharif,Telangana,Clay,2.91,32414
Mustard,Kharif,Telangana,Black,1.2,30323
Carrot,Annual,Rajasthan,Loamy,2.77,30877
Paddy,Rabi,Telangana,Black,1.53,28413
Sunflower,Rabi,Madhya Pradesh,Red,1.46,36752
Rice,Kharif,Karnataka,Clay,2.25,29619
Chillies,Annual,Andhra Pradesh,Alluvial,0.52,54283
Sugarcane,Annual,Maharashtra,Loamy,1.35,103762
Ragi,Rabi,Madhya Pradesh,Alluvial,1.26,26859
Rice,Annual,Telangana,Sandy,2.67,29503
Wheat,Rabi,Tamil Nadu,Clay,1.82,32065
Sunflower,Rabi,Uttar Pradesh,Laterite,1.41,37199
Ragi,Rabi,Uttar Pradesh,Black,1.17,27638
Mustard,Annual,Andhra Pradesh,Loamy,1.98,28109
Maize,Rabi,Madhya Pradesh,Black,0.88,25912
Turmeric,Rabi,Andhra Pradesh,Sandy,1.12,80889
Peas,Kharif,Karnataka,Sandy,1.23,30038
Mustard,Rabi,Odisha,Black,2.02,31042
Tobacco,Rabi,Punjab,Loamy,1.43,60642
Garlic,Kharif,Tamil Nadu,Clay,1.76,52950
Groundnut,Kharif,Punjab,Red,2.13,37232
Bajra,Annual,Odisha,Clay,2.89,21360
Bajra,Rabi,Tamil Nadu,Red,2.41,21594
Maize,Annual,Punjab,Laterite,1.51,27592
Soybean,Annual,Tamil Nadu,Clay,2.37,31108
Paddy,Kharif,Andhra Pradesh,Black,2.87,27536
Onion,Annual,Maharashtra,Black,1.75,48656
Soybean,Rabi,Rajasthan,Loamy,1.53,30746
Sesame,Kharif,Tamil Nadu,Black,0.7,23565
Wheat,Rabi,Odisha,Loamy,2.73,30146
Tomato,Rabi,Andhra Pradesh,Black,1.12,53542
Mustard,Kharif,Rajasthan,Sandy,0.66,28383
